,Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Years_Of_Establishment,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Type_Code_Drink,Item_Type_Code_Food,Item_Type_Code_Non Consumable,Item_Fat_Content_Low Fat,Item_Fat_Content_N/A,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
2187,17.1,0.073997843,207.0638,4969.5312,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2188,14.15,0.020798905,123.6046,1245.046,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2189,10.8,0.052363244,236.5564,5243.8408,12,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2190,8.5,0.098283459,51.3324,934.7832,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2191,6.215,0.012138795,39.2848,521.9872,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2192,17.5,0.06685022276750005,253.0356,4578.0408,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2193,20.7,0.042923652,178.3028,1062.6168,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2194,8.975,0.009058845,103.399,2579.975,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2195,20.5,0.032136417,83.9592,165.1184,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2196,13.65,0.065898197,46.1402,459.402,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2197,13.1,0.075731322,167.5158,1504.0422,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2198,4.615,0.101812521,232.23,5126.66,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2199,12.3,0.106327251,172.8396,2616.594,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2200,20.0,0.080933328,37.519,842.237,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2201,19.2,0.100055601,112.4886,1223.0746,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2202,20.1,0.054540159000000005,152.1366,755.683,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2203,11.5,0.037723476,109.5254,1953.4572,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2204,9.3,0.14897741,143.0786,288.9572,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
2205,15.2,0.104201019,176.5054,2976.7918,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2206,12.65,0.076198809,191.3846,2675.1844,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2207,11.1,0.010639596000000001,84.1908,755.0172,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2208,19.75,0.025039776,102.7332,410.1328,34,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2209,21.0,0.08632670699999999,192.6478,387.4956,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2210,19.2,0.041220035,131.231,3635.268,15,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2211,19.75,0.01247354,187.5872,1323.6104,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2212,6.135,0.07913221200000001,112.686,2942.836,17,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2213,12.5,0.020693809,199.1742,4379.6324,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2214,7.235,0.10016525,193.9452,2936.178,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2215,15.85,0.057302606,53.3956,600.5516,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2216,9.895,0.048761045999999995,260.5278,8851.1452,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2217,20.75,0.06397224782696635,153.0024,2428.8384,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2218,10.8,0.052149675,239.9564,3813.7024,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2219,8.76,0.05013052900000001,128.3336,2556.672,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2220,16.1,0.024987903,97.34100000000001,1255.0330000000001,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2221,7.1,0.109990885,172.908,2769.728,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2222,19.35,0.049736267,76.8644,1571.2879999999998,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2223,16.7,0.117026714,189.2214,188.4214,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2224,9.5,0.035121963,168.6448,1022.6688,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2225,8.43,0.017311312,197.8768,3744.4592,32,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2226,14.15,0.008811818,196.511,2749.7540000000004,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2227,5.44,0.025583714,239.1538,480.7076,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2228,7.35,0.014353174,242.6512,969.4048,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2229,8.6,0.054220618,129.131,4933.5779999999995,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2230,20.1,0.054410179,151.3366,2720.4588,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2231,12.0,0.033974436000000004,181.8976,4527.44,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2232,21.25,0.009996872,185.5608,3123.9336,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2233,8.3,0.030212499,98.0384,2857.6136,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2234,10.1,0.027217467999999998,76.067,1454.773,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2235,14.15,0.038123176,123.5046,1992.0736,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2236,9.0,0.079506434,78.3644,1728.4168,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2237,12.15,0.021811987,163.6184,2311.6576,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2238,10.8,0.082150145,192.9504,7478.2656,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2239,12.099999999999998,0.036012919,148.0734,593.8936,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2240,20.0,0.028167478,45.5744,452.744,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2241,6.71,0.029560451,65.8142,856.8846,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2242,13.65,0.039631495,31.9558,984.7182,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2243,7.365,0.04280099,228.372,2037.348,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2244,7.935,0.017141985,50.035,149.805,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2245,12.6,0.056394770999999996,51.3982,473.3838,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2246,17.6,0.056379439,42.7454,293.6178,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2247,19.0,0.129534812,190.1872,5105.3544,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2248,7.5,0.036439877999999995,175.3028,3010.7476,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2249,13.35,0.07242719825219945,77.6012,986.7156,22,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2250,8.6,0.090191431,112.9176,458.0704,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2251,15.1,0.30374337,196.011,589.2330000000001,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2252,10.5,0.022590317999999998,140.6154,283.6308,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2253,9.0,0.08201152099999999,213.3534,1935.4806,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2254,4.61,0.122843005,172.4396,1569.9564,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2255,10.895,0.05432142,146.2102,437.4306,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2256,17.6,0.049144165,112.7176,1717.764,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2257,11.65,0.040577878,188.22400000000002,1304.968,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2258,19.1,0.067400032,41.9796,784.3124,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2259,17.2,0.012036432,165.7184,1816.3024,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2260,16.5,0.073977473,206.8638,2070.638,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2261,15.6,0.143396175,128.0994,2184.4898,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2262,9.0,0.03201648,99.6016,1922.8304,15,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2263,15.0,0.058346234000000004,44.0744,633.8416,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2264,17.85,0.14571827,94.3436,2269.0464,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2265,12.6,0.05580601599999999,52.4982,1209.7586,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2266,6.195,0.07209744900000001,119.3098,1205.098,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2267,20.2,0.11754371300000001,197.31099999999998,3338.987,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2268,20.7,0.048718334,38.7506,227.7036,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2269,20.25,0.059175599999999995,245.046,4680.5740000000005,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2270,7.655,0.031918284,117.7492,695.0952,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2271,20.1,0.09558797599999999,193.982,579.246,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2272,5.92,0.019308607,49.0692,1478.076,12,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
2273,18.75,0.023974769,99.0042,694.4294,12,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2274,9.395,0.100602552,88.3856,703.0848,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2275,13.35,0.091189915,149.3708,4514.124,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2276,5.19,0.077480627,101.399,206.398,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2277,19.2,0.12973174699999998,196.21099999999998,589.2330000000001,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2278,19.0,0.103363904,226.172,3169.208,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2279,14.15,0.020714523000000002,124.2046,2490.092,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2280,20.85,0.062212712999999996,88.1514,1151.1682,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2281,8.63,0.031271134,186.0582,3900.9222,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2282,16.7,0.026729067999999998,248.4776,6439.6176,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2283,7.895,0.094567181,104.5332,1845.5976,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2284,7.72,0.05193741,77.9986,934.7832,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2285,5.615,0.12648042199999998,121.573,3202.498,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2286,7.05,0.055644887000000004,224.9088,2684.5056,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2287,14.35,0.028519419,109.2228,221.0456,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2288,8.52,0.027101431000000002,151.7682,2439.4912,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2289,7.645,0.067083367,44.0112,596.5568,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2290,12.1,0.020652362,149.5734,2227.101,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2291,14.8,0.081042136,192.4846,5159.2842,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2292,20.75,0.021336565,153.6024,1366.2216,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2293,10.8,0.029001987000000003,238.6222,8604.7992,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2294,18.35,0.069745165,190.2872,378.1744,21,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
2295,13.5,0.06814888599999999,58.6562,711.0744,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2296,20.5,0.144094079,34.819,1061.951,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2297,12.35,0.186616421,78.6328,1004.0264,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2298,8.895,0.105323859,39.1138,609.207,17,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2299,16.7,0.022110425,110.8886,3558.0352,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2300,16.2,0.019374768,155.8972,2025.3636,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2301,7.26,0.014482278000000001,118.115,1864.24,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2302,6.65,0.08780578800000001,126.7678,1907.517,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2303,13.35,0.048027043,218.9166,5660.6316,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2304,17.35,0.055908268,99.8016,607.2096,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2305,20.7,0.048522793,39.6506,1024.6662,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2306,5.46,0.032359413,187.424,3169.208,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2307,18.25,0.088807455,197.3452,2740.4328,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2308,8.185,0.046556408,47.7692,640.4996,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2309,7.5,0.050750977,122.2072,1960.1152,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2310,12.65,0.035404052000000005,230.601,2067.3089999999997,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2311,14.3,0.13039045800000001,77.2328,231.6984,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2312,17.85,0.074422769,128.002,253.00400000000002,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
2313,6.425,0.10574254400000001,130.5626,131.1626,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
2314,6.825,0.046729335999999996,153.4998,2153.1972,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2315,16.5,0.07347023400000001,205.3638,5383.6588,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2316,20.25,0.058886477,245.546,1724.422,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2317,19.2,0.18293775,243.0196,3615.2940000000003,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2318,17.7,0.020993364,166.8474,168.4474,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2319,9.695,0.029223423999999998,175.437,2999.429,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2320,21.35,0.068489201,259.3278,4165.2448,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2321,7.75,0.043326511,95.6436,1134.5232,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2322,18.85,0.136532569,159.6578,2888.2404,34,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2323,19.75,0.018051091000000002,179.86599999999999,2696.49,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2324,5.325,0.23212188,55.5298,53.9298,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2325,8.63,0.057620562,115.4518,113.8518,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2326,18.7,0.045865089000000005,152.3682,2287.0229999999997,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2327,20.25,0.021002171,185.1924,555.2772,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2328,6.71,0.029727657,66.6142,1120.5414,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2329,14.35,0.080527065,79.296,719.064,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2330,15.2,0.055215979753846144,47.8034,437.4306,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2331,5.82,0.06851294287337671,256.633,2050.6639999999998,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2332,5.59,0.056833394,61.9168,1214.4192,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2333,18.5,0.06225692099999999,148.0418,2059.9852,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2334,6.67,0.08951254199999999,133.1626,3672.5528,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2335,14.0,0.060427062000000004,153.5656,3089.312,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2336,7.605,0.216323008,165.021,815.605,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
2337,20.099999999999998,0.135612397,61.1536,61.2536,34,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2338,9.6,0.08512595099999999,107.12799999999999,1278.336,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2339,17.7,0.12256541300000001,103.8674,1528.011,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2340,15.7,0.0649425557990654,43.376999999999995,129.83100000000002,21,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
2341,13.65,0.077670981,55.093,1301.639,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2342,14.6,0.043201813,110.1254,1844.9318,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2343,15.6,0.088215871,220.1798,5068.7354,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2344,20.25,0.036295834,217.5482,1095.241,32,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2345,8.02,0.18652881899999998,151.9998,307.5996,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
2346,18.35,0.099026525,93.8462,1295.6468,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2347,16.6,0.06812931539445295,118.8124,2607.2728,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2348,10.0,0.063162608,228.6668,3455.502,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2349,16.1,0.063429818,179.4318,2345.6134,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2350,13.0,0.139785104,196.2426,197.7426,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2351,16.1,0.04807227,126.5362,1761.7068,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2352,19.0,0.11209743300000001,105.5622,1905.5196,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2353,17.6,0.010037996,163.5552,3086.6488,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2354,6.32,0.012789884,39.1822,1060.6194,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2355,9.3,0.033431669,153.1314,4653.942,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2356,11.1,0.03623131,175.0712,3339.6528,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2357,8.88,0.086360962,151.2682,2439.4912,34,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2358,6.15,0.046232445,99.4384,1379.5376,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2359,20.85,0.097618234,223.9746,897.4984,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2360,17.1,0.046808552999999996,141.4838,1404.838,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2361,13.15,0.03810738,86.3856,615.1992,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2362,16.5,0.093846532,95.7068,1069.2748,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2363,11.65,0.040744057,185.924,4101.3279999999995,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2364,13.15,0.022831052,160.292,4793.76,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2365,19.35,0.07687841599999999,113.9518,1138.518,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2366,19.35,0.021501067000000002,122.2098,2771.7254,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2367,16.5,0.07964724,101.4332,1948.1308,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2368,21.35,0.068809463,258.5278,5206.556,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2369,16.0,0.115570552,57.5246,173.7738,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2370,20.5,0.14316437099999998,34.919000000000004,73.238,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2371,19.75,0.018008071,180.46599999999998,3415.554,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2372,17.6,0.015775777,179.1976,3803.0496,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2373,4.615,0.102407778,234.33,3961.51,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2374,5.88,0.0036067259999999998,154.1998,1384.1982,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2375,11.8,0.093801337,126.0704,1251.704,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2376,17.35,0.06916929969598755,101.9016,1821.6288,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2377,12.35,0.033760862,196.9426,5141.3076,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2378,9.5,0.031131455,111.0228,3205.1612,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2379,9.0,0.082177842,214.1534,1720.4272,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2380,6.235,0.118858866,263.291,3418.883,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2381,9.6,0.06685022276750005,244.817,4374.306,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2382,16.75,0.105448901,156.16299999999998,782.315,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2383,17.1,0.046881328,141.3838,1685.8056,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2384,6.825,0.078057026,154.5998,153.7998,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2385,6.78,0.140955857,92.212,4101.3279999999995,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2386,16.0,0.107186944,181.9634,3453.5046,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2387,15.0,0.15396020900000001,105.9938,1179.1318,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2388,7.39,0.093160853,251.3066,1004.0264,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2389,17.6,0.05629192,42.5454,419.454,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2390,12.65,0.15604396,239.6538,3845.6608,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2391,17.85,0.044463490999999994,127.102,2024.0320000000002,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2392,11.15,0.00827301,150.4708,1956.1204,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2393,15.7,0.030697825,42.876999999999995,1168.479,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2394,14.65,0.06024103188165679,56.4614,55.2614,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2395,19.25,0.101281,55.0956,2020.0372,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2396,18.25,0.012300013,160.4894,3073.9986,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2397,20.7,0.06916929969598755,98.7042,1884.8798,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2398,15.85,0.057313443,53.3956,1364.89,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2399,6.575,0.075625152,145.7444,3193.1768,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2400,17.75,0.030568919,177.86599999999999,2336.958,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
2401,11.799999999999999,0.19842484100000002,185.2924,370.1848,34,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2402,14.0,0.029578726,143.5786,3756.4436,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2403,12.85,0.213125482,44.9428,175.7712,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2404,16.7,0.120137953,181.2976,3078.6592,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2405,10.85,0.028679893999999997,115.1808,2109.2544,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2406,10.0,0.09980462300000001,113.7544,3243.7776,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2407,13.65,0.044526443,37.9532,71.9064,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2408,19.0,0.162882227,46.8718,189.0872,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2409,9.6,0.022404492999999998,102.499,2579.975,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
2410,12.0,0.075975642,124.1388,1486.0656,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2411,5.925,0.09644909,43.8086,312.2602,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2412,13.0,0.041816615,254.5014,4845.0266,15,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
